pose_x,pose_x,blue_cone_x,blue_cone_y,yellow_cone_x,yellow_cone_y,route_path_x,route_path_y,blue_bounds_x,blue_bounds_y,yellow_bounds_x,yellow_bounds_y,pose_y,gt_cones_x,gt_cones_y
0.3756787169022906,0.3756787169022906,10.126922381466915,1.4937780346671554,9.49120882379739,-1.9954153489949518,0.25000113621354103,-0.04999997094273567,0.09177081466554356,1.769676446260606,0.09949147515689086,-1.7331921256302392,-0.027150980102326104,10.069739557900142,1.4701974458057385
0.6641047726583225,0.6641047726583225,14.11454579817296,1.6829720445990484,13.898110462212019,-1.8608605567477323,0.9369487782857959,-0.04999997094273567,0.45547168348443295,1.776910647795061,0.5241356227760918,-1.724864888198502,-0.024909986254233036,14.069739557900142,1.6701974458057385
0.9690713257746926,0.9690713257746926,17.88370820550745,2.5168927696828782,18.386726233567085,-1.005743873724629,1.6238964203580508,-0.04999997094273567,0.8188970412309979,1.7810522451367052,0.9480929779537026,-1.7206251938162378,-0.034395291087495956,17.849739557900016,2.5201974458058114
1.3110178492846818,1.3110178492846818,20.77739985565996,3.846257686920636,21.455086163099867,0.2143582751033022,2.3108440624303057,-0.04999997094273567,1.1820668043800027,1.7823110392947705,1.371422870215228,-1.7201506697983433,-0.05670066058846493,20.749739557900014,3.8701974458058115
1.6439568088706813,1.6439568088706813,23.58287874743713,6.144814858872454,24.727179734739632,2.403452620693209,2.9977917045025606,-0.04999997094273567,1.54500088940621,1.7808968312784887,1.7941846290861723,-1.723118943459715,-0.03078673139676259,23.569739557900014,6.190197445805814
2.037961811924512,2.037961811924512,25.696548299810836,9.126757560013019,27.390705598629204,5.276078225277711,3.6847393465748155,-0.04999997094273567,1.9077192127843845,1.7770194220970927,2.2164375840920405,-1.7292076421152494,-0.043926382503983986,25.679739557900014,9.180197445805533
2.419060098691797,2.419060098691797,27.12181617725592,12.592020289732742,29.606947516892276,9.19459034247041,4.37168698864707,-0.04999997094273567,2.2702416909892893,1.7708886127598136,2.6382410647583363,-1.7380943930798423,-0.035674779544779746,27.099739557900016,12.650197445805533
2.860675418409847,2.860675418409847,27.98568704589484,16.36118519453224,30.812026664782298,12.771029226041714,5.058634630719325,-0.04999997094273567,2.6325882404956893,1.7627142042758828,3.0596544006105666,-1.749456823668391,-0.047637953443122924,27.959739557900015,16.420197445806124
3.30918990859431,3.30918990859431,28.452216740925053,20.855786448942315,31.697275980487778,17.617391919515267,5.74558227279158,-0.04999997094273567,2.9947787777783472,1.752705997654533,3.4807369211742327,-1.7629725611957903,-0.03552682865040038,28.419739557900016,20.920197445806124
3.787502291285462,3.787502291285462,28.410837950810443,25.424394267301466,31.98899729003743,21.90780336499117,6.432529914863835,-0.04999997094273567,3.356833219312028,1.7410737939049967,3.901547955974843,-1.7783192329769386,-0.020564979588693917,28.379739557900013,25.49019744580612
4.329272316564087,4.329272316564087,27.81861931075474,29.32591999188961,31.841622115825484,26.30238767293312,7.11947755693609,-0.04999997094273567,3.7187714815714936,1.728027394036504,4.322146834537899,-1.7951744663267306,-0.04094825596841586,27.799739557900015,29.390197445806123
4.85256276821265,4.85256276821265,26.765407784919404,32.411003225438655,31.058034421351085,30.768611635191885,7.806425199008345,-0.04999997094273567,4.0806134810315084,1.7137765990582885,4.742592886388907,-1.8132158885600642,-0.015587184667195345,26.749739557900014,32.480197445806105
5.483633314664594,5.483633314664594,24.774058061173633,35.3840658062018,29.934208247386053,33.8847876902176,8.4933728410806,-0.04999997094273567,4.442379134166836,1.6985312099795813,5.16294544105337,-1.8321211269918345,-0.06348429611939628,24.759739557900016,35.45019744580611
6.058162897474551,6.058162897474551,22.450079801540358,37.16645989636848,27.767879325311934,37.27523368094278,9.180320483152855,-0.04999997094273567,4.804088357452242,1.6825010278096144,5.583263828056795,-1.8515678089369385,-0.04479995413382375,22.429739557900014,37.230197445806105
6.715191726232011,6.715191726232011,19.60958544826769,38.07641671798432,25.253946605836134,39.561418083922305,9.86726812522511,-0.04999997094273567,5.165761067362487,1.6658958535576203,6.003607376924688,-1.8712335617102729,-0.06316431706488657,19.589739557900014,38.14019744580611
7.360341709501062,7.360341709501062,16.94871871268433,38.09826910984777,22.16831639604437,41.07074712098057,10.554215767297364,-0.04999997094273567,5.527417180372337,1.64892548823283,6.424035417182548,-1.8907960126267336,-0.05133065254718632,16.929739557900014,38.160197445806105
8.01768406397806,8.01768406397806,13.016924025763089,36.97071003837926,17.980048350121685,41.668446771583795,11.24116340936962,-0.04999997094273567,5.889076612956555,1.631799732844476,6.844607278355882,-1.909932789001217,-0.049615495431848386,12.999739557900142,37.03019744580611
8.755338804394887,8.755338804394887,9.702018796430847,35.109482146033976,14.393475392440315,41.16119915861312,11.928111051441874,-0.04999997094273567,6.250759281589906,1.61472838840179,7.265382289970199,-1.92832151814862,-0.06330807821724305,9.689739557900142,35.160197445806105
9.47310871646291,9.47310871646291,6.112438320933396,32.317093299284046,10.928661014536484,39.868847500052844,12.614810585600276,-0.03988797128033639,6.6124851027471525,1.5979212559140046,7.686419781550997,-1.9456398273838382,-0.056556941633450236,6.109739557900107,32.370197445806106
10.248369634417964,10.248369634417964,2.734423104358142,29.376196246888217,7.148360280451064,37.59365468750149,13.300360553091156,-0.0031719100947967156,6.9742739929030595,1.581588136390351,8.107779082623784,-1.9615653440217686,-0.05395460921179861,2.7297395579001122,29.440197445806124
11.042277232758456,11.042277232758456,-0.7352048003442906,26.73072210261993,3.3314296300346564,34.53875041751425,13.984573218926368,0.05497576342486937,7.3361458685323875,1.565938830840061,8.529519522714068,-1.9757756953773067,-0.04273490647575863,-0.7502604420998912,26.800197445806123
11.836640248210575,11.836640248210575,-5.137317553861145,24.289311739509188,-0.41654025006545226,31.30896238932074,14.667146901277684,0.12959190700042061,7.698120646109901,1.5511831402723668,8.951700431347344,-1.9879485087653508,-0.014334688290555044,-5.170260442099893,24.360197445806122
12.648328965465057,12.648328965465057,-9.366737927721047,22.36857021918898,-3.5874639192958293,29.063698164844308,15.343632575023877,0.24236943635656538,8.06021824211037,1.537530865696501,9.374381138049127,-1.997761411500796,-0.001576501470860081,-9.410260442099858,22.440197445806124
13.453846342651213,13.453846342651213,-13.07795607737188,20.534993877773296,-7.186859009701138,27.19166011126173,16.007160254225784,0.41239608708542663,8.42245857300855,1.5251918081216942,9.79760746503468,-2.004892030898538,0.04761143796277785,-13.130260442099859,20.610197445806122
14.237488783517778,14.237488783517778,-16.514928007928656,18.27886376670722,-12.1155049196495,24.953223569040965,16.655332334209923,0.6348392884109146,8.784861555279205,1.5143757685571795,10.221302880575418,-2.0090179942734747,0.14134272940391568,-16.570260442099986,18.350197445806124
15.011177851924216,15.011177851924216,-19.25902562272548,15.599927986878251,-15.439131187215382,23.21397654894489,17.289944182049222,0.8948378995766273,9.147447105397111,1.5052925480121884,10.645325763790645,-2.0098169289405012,0.27760962853461657,-19.310260442099985,15.660197445805533
15.804687340017534,15.804687340017534,-20.72015513253624,13.158532573559603,-19.298407270895808,20.543035009089106,17.910475447888835,1.187468013620923,9.510235139837016,1.4981519474959524,11.069533890276752,-2.0069664622145145,0.4310552670445434,-20.770260442099985,13.210197445805534
16.55343744285964,16.55343744285964,-21.347085765975088,10.253100417078437,-22.017050533662673,17.762243299852987,18.52071930661632,1.5019344117466356,9.873245575073689,1.4931637680177037,11.493785035630143,-2.0001442214104115,0.6954844349207452,-21.390260442099986,10.300197445805534
17.315709389968237,17.315709389968237,-20.931557080478907,7.993161685875952,-23.948571219733147,14.513782773038677,19.12787694321017,1.8229516188028267,10.236497738023793,1.4905381349127298,11.917936975447228,-1.9890278338430878,0.9616533927864288,-20.970260442099985,8.040197445805532
18.04058231059511,18.04058231059511,-19.363154841748006,5.602249462852819,-24.745775936098678,11.690392721215641,19.734108713163923,2.1459340685381614,10.599966818573321,1.4905094540559503,12.341847485324406,-1.9732949268274407,1.3008346888887377,-19.400260442099984,5.650197445805814
18.72961881346555,18.72961881346555,-16.726814711724597,3.7001709879466915,-24.611998590038915,8.112624226492661,20.340062723125648,2.4695060910772395,10.963554013823853,1.4933528360255388,12.765374340858084,-1.9526231276783652,1.6692069646279135,-16.770260442099985,3.7501974458058114
19.46058343978867,19.46058343978867,-13.309268362184493,2.452780873594411,-23.222755017045483,4.839013594777091,20.945933405089768,2.79325498545744,11.327153455824842,1.4993472780063422,13.188375317644667,-1.926690063710759,2.034131283228161,-13.360260442099857,2.5001974458058114
20.171233269855342,20.171233269855342,-9.483645521193976,1.8434670209631001,-20.791894780172147,2.1869889899098283,21.54679312666625,3.125857905876591,11.69065927662575,1.5087717771832063,13.610708191280546,-1.8951733622395175,2.400345861718426,-9.540260442099857,1.8901974458057385
20.859384238201553,20.859384238201553,-4.924783121134478,1.6987167553655536,-17.668668880984047,0.2651879444042015,22.12826534355134,3.489667487718897,12.053965608276032,1.521905330740977,14.032230737362141,-1.8577506505795376,2.792252304584311,-5.010260442099893,1.7201974458057387
21.537675287887797,21.537675287887797,0.09179153620407247,1.7702921323815042,-14.150966683908484,-0.9454735125835932,22.682716779904457,3.8932344236656853,12.416966582825141,1.5390269358645012,14.452800731485846,-1.814099556045716,3.1953069917149195,-0.0002604420998916499,1.7501974458057388
22.246886946007635,22.246886946007635,,,-9.789187156191836,-1.6332295441821583,23.214157501895414,4.327020077652027,12.779556332322544,1.5604155897386252,14.872275949248067,-1.763897705952949,3.6251593468416328,9.429739557900142,-2.0198025541941886
22.878320516038148,22.878320516038148,,,-4.920503026783209,-1.7916934051136855,23.72291070758471,4.787409532431203,13.141628988817697,1.5863502895481953,15.290514166245206,-1.7068227276161325,4.109269894399654,13.849739557900142,-1.8698025541942616
23.47515658928066,23.47515658928066,,,0.09915897416714695,-1.7311829194291921,24.208232291924833,5.272522757702598,13.503078684360053,1.6171100324780578,15.707373158073672,-1.642552248350163,4.635411140552264,18.349739557900016,-0.9998025541942243
24.031382662880773,24.031382662880773,,,,,24.66909702143645,5.780959639016886,13.863799550999074,1.6529738157130591,16.122710700329858,-1.5707638954699368,5.1885871858600465,21.429739557900014,0.24019744580577032
24.564010064934045,24.564010064934045,,,,,25.104438048720702,6.311425889706908,14.223685720784221,1.6942206364380459,16.536384568610178,-1.4911352962903508,5.784972086757556,24.719739557900013,2.4501974458058116
25.086178326498537,25.086178326498537,,,,,25.513219682340235,6.862622960697428,14.582631325764945,1.7411294918378635,16.94825253851103,-1.4033440781263016,6.389200434867572,27.379739557900013,5.330197445805814
25.5726656100449,25.5726656100449,,,,,25.90300688636792,7.427805391175072,14.940530497990705,1.7939793790973588,17.35817238562882,-1.3070678682926857,7.0427656622709085,29.589739557900014,9.260197445805533
26.05301214576362,26.05301214576362,,,,,26.287095761518046,7.997183429498853,15.297277369510962,1.853049295401378,17.766001885559948,-1.2019842941043972,7.696011720682174,30.789739557900013,12.840197445805533
26.432859384786802,26.432859384786802,,,,,26.660929605651006,8.573231603504183,15.652766072375174,1.9186182379347676,18.17159881390082,-1.0877709828763353,8.359841326630193,31.669739557900016,17.690197445806124
