id,sum_dist,sum_angle
midline_0,149.9648870701463,13.509518281890688
midline_1,149.96488658488883,13.509434113687249
optimal_0,146.07641135217085,12.850182047685886
optimal_1,145.85030699170898,12.590838370200805
optimal_2,145.40462540417516,12.82032374405584
optimal_3,146.43025755461264,12.780426099973312
optimal_4,145.99385442862803,12.56783980031943
